,_id,cnpj basico,cnpj ordem,cnpj dv,identificador matriz/filial,nome fantasia,situacao cadastral,data situacao cadastral,motivo situacao cadastral,data de inicio atividade,cnae fiscal principal,tipo de logradouro,logradouro,numero,complemento,bairro,cep,uf,municipio,ddd 1,telefone 1,ddd do fax,fax,correio eletronico,cnae fiscal secundária,pais,ddd 2,telefone 2,nome da cidade no exterior
0,61cafd2bf2fe865679ea02b4,3300475,1,91,1,WORLD GAMES,1,1999-07-24,11,1999-07-24,4756300,AVENIDA,SENHOR DOS PASSOS,920,GAL. MARLA  L/09 1AND,CENTRO,44001456,BA,3515,75.0,6233277.0,,,,,,,,
1,61cafd2bf2fe865679ea0354,1652974,1,12,1,IDEAL COMERCIO & DISTRIBUICAO,1,1997-01-29,11,1997-01-29,4771701,RUA,MINAS GERAIS,115,B,ESPIRITO SANTO,32671642,MG,4133,,,,,,,,,,
2,61cafd2bf2fe865679ea036a,3300947,1,6,1,,1,1999-07-26,11,1999-07-26,4721102,AVENIDA,DR. JOAO BATISTA ORTIZ MONTEIRO,390,,JD. MARIETA,12040250,SP,7183,,,,,,,,,,
3,61cafd2bf2fe865679ea05b4,3302503,1,0,1,,1,1999-07-06,11,1999-07-06,6911701,RUA,PINHEIRO MACHADO,2659,SALA 804,SAO PELEGRINO,95020172,RS,8599,54.0,2145851.0,54.0,2230033.0,noll@pro.via-rs.com.br,,,,,
4,61cafd2bf2fe865679ea0683,1655017,1,40,1,,1,1997-01-06,11,1997-01-06,8599601,RUA,BELIZARIO P DE CARVALHO,115,CASA 1,JARDIM CARVALHO,08500010,SP,6415,11.0,4672123.0,,,,,,,,
5,61cafd2bf2fe865679ea0784,1655666,1,40,1,,1,1997-02-17,11,1997-02-17,4930201,RUA,IDA BOSCHETTI,191,,VILA GUSTAVO,02205010,SP,7107,,,,,,,,,,
6,61cafd2bf2fe865679ea0aa7,3305913,1,4,1,,1,1999-07-14,11,1999-07-14,4712100,RUA,FLORENCIO DOMINGUES,136,,CENTRO,12995000,SP,6867,,,,,,,,,,
7,61cafd2bf2fe865679ea0c92,3307192,1,71,1,,1,1999-07-27,11,1999-07-27,8630599,RUA,ALMIRANTE BARROSO,575,SALA,CENTRO,85851010,PR,7563,,,,,,,,,,
8,61cafd2bf2fe865679ea0dc5,3308003,1,85,1,,1,1999-07-29,11,1999-07-29,4530703,AVENIDA,MIGUEL ROSA,5764,,MACAUBA,64001973,PI,1219,,,,,,,,,,
9,61cafd2bf2fe865679ea0e20,3308238,1,77,1,ANGA MATERIAIS CONSTRUCAO,1,1999-07-27,11,1999-07-27,4679699,RUA,ANGA,957,,VILA FORMOSA,03360000,SP,7107,,,,,,4679604,,,,
10,61cafd2bf2fe865679ea0eab,1660289,1,38,1,TIM MODAS,1,1997-02-19,11,1997-02-19,4781400,AVENIDA,NOSSA SENHORA DO SABARA,2922,LOJA 18,VL ARRIETE,04447010,SP,7107,,,,,,,,,,
11,61cafd2bf2fe865679ea1240,3311037,1,29,1,,1,1999-07-29,16,1999-07-29,4712100,AVENIDA,01,761,,SAO JOAO DEL REI,78015285,MT,9067,,,,,,,,,,
